datetime,Demanda pronosticada en [kW],Pronostico Clima
2022-08-02 08:00:00,7408.096477008187,12.56
2022-08-02 08:15:00,7490.363509800317,12.725
2022-08-02 08:30:00,7568.572924559655,12.89
2022-08-02 08:45:00,7642.9258141985665,13.055
2022-08-02 09:00:00,7713.318638025168,13.22
2022-08-02 09:15:00,7790.0869937940015,13.755
2022-08-02 09:30:00,7861.672339608202,14.29
2022-08-02 09:45:00,7926.9677323034,14.825
2022-08-02 10:00:00,7984.583168773314,15.36
2022-08-02 10:15:00,8021.338021899008,15.4975
2022-08-02 10:30:00,8047.063064072203,15.635
2022-08-02 10:45:00,8059.981030201581,15.7725
2022-08-02 11:00:00,8058.392222146133,15.91
2022-08-02 11:15:00,8054.398120058203,16.515
2022-08-02 11:30:00,8033.201686408272,17.119999999999994
2022-08-02 11:45:00,7994.042136112426,17.724999999999994
2022-08-02 12:00:00,7936.690612920855,18.33
2022-08-02 12:15:00,7844.445156130943,18.3475
2022-08-02 12:30:00,7735.4768641181145,18.365
2022-08-02 12:45:00,7611.588850501032,18.3825
2022-08-02 13:00:00,7475.324577060811,18.4
2022-08-02 13:15:00,7330.968799809985,18.4525
2022-08-02 13:30:00,7181.445421150127,18.505
2022-08-02 13:45:00,7031.2926629264575,18.5575
2022-08-02 14:00:00,6885.536779149931,18.61
2022-08-02 14:15:00,6758.207244379097,18.96
2022-08-02 14:30:00,6646.229229113077,19.31
2022-08-02 14:45:00,6555.201251481707,19.66
2022-08-02 15:00:00,6490.558169820622,20.01
2022-08-02 15:15:00,6437.906337241165,19.69
2022-08-02 15:30:00,6421.259012409487,19.37
2022-08-02 15:45:00,6444.42805521224,19.05
2022-08-02 16:00:00,6510.335958634533,18.73
2022-08-02 16:15:00,6619.129615526033,18.35
2022-08-02 16:30:00,6773.295750146221,17.97
2022-08-02 16:45:00,6972.348181088767,17.59
2022-08-02 17:00:00,7214.52618887851,17.21
2022-08-02 17:15:00,7500.201710611602,16.9475
2022-08-02 17:30:00,7821.674769729276,16.685000000000002
2022-08-02 17:45:00,8173.489294201736,16.4225
2022-08-02 18:00:00,8549.134476746762,16.16
2022-08-02 18:15:00,8944.244911960745,16.0025
2022-08-02 18:30:00,9347.636528844585,15.845
2022-08-02 18:45:00,9750.664298309955,15.6875
2022-08-02 19:00:00,10144.402954099978,15.53
2022-08-02 19:15:00,10515.608551101861,15.225
2022-08-02 19:30:00,10859.812748932502,14.92
2022-08-02 19:45:00,11168.722425936094,14.615
2022-08-02 20:00:00,11434.737469808928,14.31
2022-08-02 20:15:00,11658.85803211518,14.27
2022-08-02 20:30:00,11827.805160110725,14.23
2022-08-02 20:45:00,11937.253714243658,14.19
2022-08-02 21:00:00,11984.264708694469,14.15
2022-08-02 21:15:00,11966.207738777019,14.07
2022-08-02 21:30:00,11884.281724332472,13.99
2022-08-02 21:45:00,11740.0281836976,13.91
2022-08-02 22:00:00,11536.442340783857,13.83
2022-08-02 22:15:00,11277.66368890033,13.7425
2022-08-02 22:30:00,10969.497349426756,13.655
2022-08-02 22:45:00,10618.595572774315,13.5675
2022-08-02 23:00:00,10232.4802599732,13.48
2022-08-02 23:15:00,9817.658435314679,13.335
2022-08-02 23:30:00,9384.390666660041,13.19
2022-08-02 23:45:00,8941.449183660176,13.045
2022-08-03 00:00:00,8497.545003295076,12.9
2022-08-03 00:15:00,8071.891487735782,13.1275
2022-08-03 00:30:00,7661.598627106212,13.355
