datetime,Demanda pronosticada en [kW],Pronostico Clima
2022-08-02 08:00:00,19525.336715570153,12.56
2022-08-02 08:15:00,19692.34759903368,12.725
2022-08-02 08:30:00,19889.281147967,12.89
2022-08-02 08:45:00,20117.962957930442,13.055
2022-08-02 09:00:00,20378.08031022991,13.22
2022-08-02 09:15:00,20795.609836896947,13.755
2022-08-02 09:30:00,21237.265891660387,14.29
2022-08-02 09:45:00,21696.24366168274,14.825
2022-08-02 10:00:00,22163.925285539357,15.36
2022-08-02 10:15:00,22492.217788374437,15.4975
2022-08-02 10:30:00,22808.052300234267,15.635
2022-08-02 10:45:00,23099.796148058787,15.7725
2022-08-02 11:00:00,23355.844417968154,15.91
2022-08-02 11:15:00,23727.44383177148,16.515
2022-08-02 11:30:00,24042.48834809762,17.119999999999994
2022-08-02 11:45:00,24292.88054277178,17.724999999999994
2022-08-02 12:00:00,24472.748030881692,18.33
2022-08-02 12:15:00,24375.05787561298,18.3475
2022-08-02 12:30:00,24203.423145843415,18.365
2022-08-02 12:45:00,23960.807471891505,18.3825
2022-08-02 13:00:00,23653.47646724506,18.4
2022-08-02 13:15:00,23303.10194983121,18.4525
2022-08-02 13:30:00,22910.182029187345,18.505
2022-08-02 13:45:00,22490.158464578202,18.5575
2022-08-02 14:00:00,22060.854803046204,18.61
2022-08-02 14:15:00,21745.06345116969,18.96
2022-08-02 14:30:00,21460.53330360193,19.31
2022-08-02 14:45:00,21228.674269349056,19.66
2022-08-02 15:00:00,21070.66539624579,20.01
2022-08-02 15:15:00,20774.5409817822,19.69
2022-08-02 15:30:00,20590.90202672752,19.37
2022-08-02 15:45:00,20535.66239135757,19.05
2022-08-02 16:00:00,20621.572619950213,18.73
2022-08-02 16:15:00,20836.861304137292,18.35
2022-08-02 16:30:00,21207.113517191985,17.97
2022-08-02 16:45:00,21732.58553204007,17.59
2022-08-02 17:00:00,22408.799346826534,17.21
2022-08-02 17:15:00,23267.185957919497,16.9475
2022-08-02 17:30:00,24253.16843527134,16.685000000000002
