datetime,Demanda pronosticada en [kW],Pronostico Clima
2022-08-02 08:00:00,15383.117311358641,12.56
2022-08-02 08:15:00,15484.589763580529,12.725
2022-08-02 08:30:00,15575.428521752787,12.89
2022-08-02 08:45:00,15656.025309744176,13.055
2022-08-02 09:00:00,15726.256311674004,13.22
2022-08-02 09:15:00,15805.61418655048,13.755
2022-08-02 09:30:00,15872.674815291075,14.29
2022-08-02 09:45:00,15925.671133964857,14.825
2022-08-02 10:00:00,15962.39844715048,15.36
2022-08-02 10:15:00,15958.662128313483,15.4975
2022-08-02 10:30:00,15933.454869751125,15.635
2022-08-02 10:45:00,15884.113197661982,15.7725
2022-08-02 11:00:00,15808.190693460572,15.91
2022-08-02 11:15:00,15729.152064699718,16.515
2022-08-02 11:30:00,15620.113405834592,17.119999999999994
2022-08-02 11:45:00,15480.500920086894,17.724999999999994
2022-08-02 12:00:00,15310.732741628399,18.33
2022-08-02 12:15:00,15080.332495526513,18.3475
2022-08-02 12:30:00,14824.110280326087,18.365
2022-08-02 12:45:00,14546.134455187868,18.3825
2022-08-02 13:00:00,14251.76267679052,18.4
2022-08-02 13:15:00,13949.49822426707,18.4525
2022-08-02 13:30:00,13645.160042022686,18.505
2022-08-02 13:45:00,13347.445524426937,18.5575
2022-08-02 14:00:00,13065.81168365894,18.61
2022-08-02 14:15:00,12826.433281147278,18.96
2022-08-02 14:30:00,12623.267868680572,19.31
2022-08-02 14:45:00,12466.37882656066,19.66
2022-08-02 15:00:00,12365.383629443237,20.01
2022-08-02 15:15:00,12292.60096896802,19.69
2022-08-02 15:30:00,12292.250852562547,19.37
2022-08-02 15:45:00,12370.602932600203,19.05
2022-08-02 16:00:00,12532.206597744125,18.73
2022-08-02 16:15:00,12776.382018999402,18.35
2022-08-02 16:30:00,13106.841598957613,17.97
2022-08-02 16:45:00,13521.756882570384,17.59
2022-08-02 17:00:00,14016.970935975394,17.21
2022-08-02 17:15:00,14592.414788187378,16.9475
2022-08-02 17:30:00,15232.990890251718,16.685000000000002
2022-08-02 17:45:00,15927.939589603535,16.4225
2022-08-02 18:00:00,16664.667436267588,16.16
2022-08-02 18:15:00,17434.76042022034,16.0025
2022-08-02 18:30:00,18217.172290922503,15.845
2022-08-02 18:45:00,18995.777680623447,15.6875
2022-08-02 19:00:00,19754.07739408233,15.53
2022-08-02 19:15:00,20467.60917268329,15.225
2022-08-02 19:30:00,21128.50077017318,14.92
2022-08-02 19:45:00,21721.807855576604,14.615
2022-08-02 20:00:00,22233.96657950858,14.31
2022-08-02 20:15:00,22667.607316394056,14.27
2022-08-02 20:30:00,22998.58836616464,14.23
2022-08-02 20:45:00,23219.56737147027,14.19
2022-08-02 21:00:00,23325.77143353634,14.15
2022-08-02 21:15:00,23312.947092783448,14.07
2022-08-02 21:30:00,23183.944135533086,13.99
2022-08-02 21:45:00,22942.148937717047,13.91
2022-08-02 22:00:00,22593.55184147002,13.83
2022-08-02 22:15:00,22146.152444181662,13.7425
2022-08-02 22:30:00,21610.92951374743,13.655
2022-08-02 22:45:00,21000.30042267781,13.5675
2022-08-02 23:00:00,20328.16462514606,13.48
2022-08-02 23:15:00,19606.37093185859,13.335
2022-08-02 23:30:00,18853.68297797116,13.19
2022-08-02 23:45:00,18085.951149024328,13.045
2022-08-03 00:00:00,17318.81114134674,12.9
2022-08-03 00:15:00,16587.547537896866,13.1275
2022-08-03 00:30:00,15885.87566892684,13.355
2022-08-03 00:45:00,15226.43641372556,13.5825
2022-08-03 01:00:00,14620.228558616185,13.81
2022-08-03 01:15:00,14065.08612450844,13.83
2022-08-03 01:30:00,13579.400006157422,13.85
2022-08-03 01:45:00,13168.14061203286,13.87
2022-08-03 02:00:00,12834.130170260856,13.89
2022-08-03 02:15:00,12576.591712313042,13.8825
2022-08-03 02:30:00,12395.749153569415,13.875
2022-08-03 02:45:00,12288.505103777785,13.8675
2022-08-03 03:00:00,12250.155493699944,13.86
2022-08-03 03:15:00,12272.334779531497,13.81
2022-08-03 03:30:00,12350.24157984726,13.76
2022-08-03 03:45:00,12476.00481992678,13.71
