datetime,Demanda pronosticada en [kW],Pronostico Clima
2022-08-02 08:00:00,20966.858730011158,12.56
2022-08-02 08:15:00,21441.067285384826,12.725
2022-08-02 08:30:00,21845.336922237744,12.89
2022-08-02 08:45:00,22175.746186076176,13.055
2022-08-02 09:00:00,22430.001315216115,13.22
2022-08-02 09:15:00,22715.52884194488,13.755
2022-08-02 09:30:00,22925.26222954372,14.29
2022-08-02 09:45:00,23061.79077663134,14.825
2022-08-02 10:00:00,23129.188253549568,15.36
2022-08-02 10:15:00,23016.799680645825,15.4975
2022-08-02 10:30:00,22847.30934942338,15.635
2022-08-02 10:45:00,22628.296036652922,15.7725
2022-08-02 11:00:00,22368.10015958996,15.91
2022-08-02 11:15:00,22212.086442297074,16.515
2022-08-02 11:30:00,22032.90760656107,17.119999999999994
2022-08-02 11:45:00,21839.772951824136,17.724999999999994
2022-08-02 12:00:00,21641.710224685834,18.33
2022-08-02 12:15:00,21275.844048966814,18.3475
2022-08-02 12:30:00,20921.72321651776,18.365
2022-08-02 12:45:00,20586.60915598532,18.3825
2022-08-02 13:00:00,20276.850364837108,18.4
2022-08-02 13:15:00,20007.987336259674,18.4525
2022-08-02 13:30:00,19774.028705455945,18.505
2022-08-02 13:45:00,19578.058548271332,18.5575
2022-08-02 14:00:00,19422.013439738355,18.61
2022-08-02 14:15:00,19393.527393605204,18.96
2022-08-02 14:30:00,19405.526028015207,19.31
2022-08-02 14:45:00,19456.779432137933,19.66
2022-08-02 15:00:00,19545.18221996183,20.01
2022-08-02 15:15:00,19472.384003461473,19.69
2022-08-02 15:30:00,19430.41730672625,19.37
2022-08-02 15:45:00,19415.330146005424,19.05
2022-08-02 16:00:00,19422.836813056576,18.73
2022-08-02 16:15:00,19430.952515374036,18.35
2022-08-02 16:30:00,19452.636601865946,17.97
2022-08-02 16:45:00,19483.395155444847,17.59
2022-08-02 17:00:00,19518.88769572712,17.21
2022-08-02 17:15:00,19589.28319443656,16.9475
2022-08-02 17:30:00,19656.501386915526,16.685000000000002
2022-08-02 17:45:00,19717.080243883745,16.4225
2022-08-02 18:00:00,19767.92312052696,16.16
2022-08-02 18:15:00,19836.92514685874,16.0025
2022-08-02 18:30:00,19891.092671489463,15.845
2022-08-02 18:45:00,19928.38854800569,15.6875
2022-08-02 19:00:00,19947.07165999538,15.53
2022-08-02 19:15:00,19902.644655452033,15.225
2022-08-02 19:30:00,19836.8411056518,14.92
2022-08-02 19:45:00,19748.545326728003,14.615
2022-08-02 20:00:00,19636.766103349546,14.31
2022-08-02 20:15:00,19577.864437692268,14.27
2022-08-02 20:30:00,19493.749440641037,14.23
2022-08-02 20:45:00,19383.66053141391,14.19
2022-08-02 21:00:00,19246.908682345296,14.15
2022-08-02 21:15:00,19071.237866244308,14.07
2022-08-02 21:30:00,18867.841221733936,13.99
2022-08-02 21:45:00,18636.428257246607,13.91
2022-08-02 22:00:00,18376.94532497162,13.83
2022-08-02 22:15:00,18087.457579938135,13.7425
2022-08-02 22:30:00,17770.77932406605,13.655
2022-08-02 22:45:00,17427.989407025667,13.5675
2022-08-02 23:00:00,17060.687227854753,13.48
2022-08-02 23:15:00,16654.2993006557,13.335
2022-08-02 23:30:00,16228.3976618707,13.19
2022-08-02 23:45:00,15786.464387799117,13.045
2022-08-03 00:00:00,15332.663106210299,12.9
2022-08-03 00:15:00,14980.360768087496,13.1275
2022-08-03 00:30:00,14626.496920890297,13.355
2022-08-03 00:45:00,14277.132029912453,13.5825
2022-08-03 01:00:00,13938.824251007518,13.81
2022-08-03 01:15:00,13558.073037392998,13.83
2022-08-03 01:30:00,13202.529721136652,13.85
2022-08-03 01:45:00,12879.494512988229,13.87
2022-08-03 02:00:00,12596.19699358146,13.89
2022-08-03 02:15:00,12351.603596211246,13.8825
2022-08-03 02:30:00,12160.25773245363,13.875
2022-08-03 02:45:00,12028.059158532598,13.8675
2022-08-03 03:00:00,11960.089371396705,13.86
2022-08-03 03:15:00,11948.061811551403,13.81
2022-08-03 03:30:00,12007.297227057705,13.76
2022-08-03 03:45:00,12139.460241553852,13.71
2022-08-03 04:00:00,12344.834104924612,13.66
2022-08-03 04:15:00,12634.62574814913,13.6525
2022-08-03 04:30:00,12993.808342584902,13.645
2022-08-03 04:45:00,13418.253432662359,13.6375
