datetime,Demanda pronosticada en [kW],Pronostico Clima
2022-06-08 10:00:00,3100.3265971090536,10.98
2022-06-08 10:15:00,3105.0614673857017,11.725
2022-06-08 10:30:00,3093.8643327980385,12.47
2022-06-08 10:45:00,3068.3963432275596,13.215
2022-06-08 11:00:00,3030.8174080007075,13.96
2022-06-08 11:15:00,2991.2214830219546,14.84
2022-06-08 11:30:00,2945.0354123571856,15.72
2022-06-08 11:45:00,2895.4384197365007,16.6
2022-06-08 12:00:00,2845.7466405097084,17.48
2022-06-08 12:15:00,2772.0788932288424,17.87
2022-06-08 12:30:00,2704.9091717966917,18.26
2022-06-08 12:45:00,2647.275216407849,18.65
2022-06-08 13:00:00,2601.9005608585394,19.04
2022-06-08 13:15:00,2564.4365989174853,19.31
2022-06-08 13:30:00,2543.367360362929,19.58
2022-06-08 13:45:00,2539.9552347171716,19.85
2022-06-08 14:00:00,2554.8593373963035,20.12
2022-06-08 14:15:00,2579.789956971288,20.24
2022-06-08 14:30:00,2622.473393645282,20.36
2022-06-08 14:45:00,2681.702500724042,20.48
2022-06-08 15:00:00,2755.7025958108843,20.6
2022-06-08 15:15:00,2833.738881565846,20.567500000000006
2022-06-08 15:30:00,2921.5617765638663,20.535
2022-06-08 15:45:00,3016.132545198091,20.5025
2022-06-08 16:00:00,3114.1861968441417,20.47
2022-06-08 16:15:00,3196.140013636511,20.145
2022-06-08 16:30:00,3274.8298226984266,19.82
2022-06-08 16:45:00,3347.000700521353,19.495
2022-06-08 17:00:00,3409.6279572113226,19.17
2022-06-08 17:15:00,3434.5518148586298,18.385
2022-06-08 17:30:00,3444.976455749699,17.6
2022-06-08 17:45:00,3439.124824478557,16.815
2022-06-08 18:00:00,3415.7693451615837,16.03
2022-06-08 18:15:00,3400.2698475280185,15.715
2022-06-08 18:30:00,3366.568938393661,15.4
2022-06-08 18:45:00,3315.2109308600907,15.085
2022-06-08 19:00:00,3247.3008320425506,14.77
2022-06-08 19:15:00,3173.9927357406364,14.6275
2022-06-08 19:30:00,3087.8083281285653,14.485
2022-06-08 19:45:00,2991.173438253657,14.3425
2022-06-08 20:00:00,2886.7841320067196,14.2
2022-06-08 20:15:00,2779.1626033390985,14.0875
2022-06-08 20:30:00,2669.5781261321354,13.975
2022-06-08 20:45:00,2560.9146021754286,13.8625
2022-06-08 21:00:00,2455.9100961827885,13.75
